filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,0,"{""name"":""rect"",""x"":30,""y"":1,""width"":6,""height"":31}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,1,"{""name"":""rect"",""x"":21,""y"":1,""width"":4,""height"":96}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,2,"{""name"":""rect"",""x"":31,""y"":133,""width"":5,""height"":59}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,3,"{""name"":""rect"",""x"":40,""y"":0,""width"":9,""height"":32}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,4,"{""name"":""rect"",""x"":27,""y"":226,""width"":7,""height"":46}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,5,"{""name"":""rect"",""x"":72,""y"":227,""width"":6,""height"":43}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,6,"{""name"":""rect"",""x"":95,""y"":226,""width"":6,""height"":45}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,7,"{""name"":""rect"",""x"":114,""y"":227,""width"":10,""height"":46}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,8,"{""name"":""rect"",""x"":147,""y"":243,""width"":7,""height"":30}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,9,"{""name"":""rect"",""x"":160,""y"":227,""width"":6,""height"":46}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,10,"{""name"":""rect"",""x"":204,""y"":227,""width"":7,""height"":45}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,11,"{""name"":""rect"",""x"":220,""y"":228,""width"":6,""height"":45}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,12,"{""name"":""rect"",""x"":255,""y"":37,""width"":5,""height"":67}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,13,"{""name"":""rect"",""x"":236,""y"":50,""width"":5,""height"":43}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,14,"{""name"":""rect"",""x"":209,""y"":133,""width"":7,""height"":66}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,15,"{""name"":""rect"",""x"":220,""y"":134,""width"":7,""height"":91}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,16,"{""name"":""rect"",""x"":249,""y"":251,""width"":5,""height"":22}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,17,"{""name"":""rect"",""x"":135,""y"":37,""width"":7,""height"":79}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,18,"{""name"":""rect"",""x"":54,""y"":132,""width"":5,""height"":70}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,19,"{""name"":""rect"",""x"":48,""y"":132,""width"":4,""height"":54}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,20,"{""name"":""rect"",""x"":122,""y"":37,""width"":5,""height"":43}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,21,"{""name"":""rect"",""x"":276,""y"":84,""width"":4,""height"":27}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,22,"{""name"":""rect"",""x"":144,""y"":38,""width"":8,""height"":46}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_144842_JABIL_QCELLS_521911172014200010_600Cycles-0Pa_s_A_V_cell_32.png,96227,"{}",38,23,"{""name"":""polygon"",""all_points_x"":[167,156,156,164,170,167],""all_points_y"":[39,39,96,103,99,76]}","{""Defect_Class"":""Contact_NearSolderPad""}"
