filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_2.png,96043,"{}",9,0,"{""name"":""rect"",""x"":56,""y"":1,""width"":222,""height"":45}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_2.png,96043,"{}",9,1,"{""name"":""rect"",""x"":52,""y"":131,""width"":15,""height"":83}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_2.png,96043,"{}",9,2,"{""name"":""rect"",""x"":151,""y"":61,""width"":22,""height"":74}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_2.png,96043,"{}",9,3,"{""name"":""rect"",""x"":233,""y"":51,""width"":9,""height"":71}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_2.png,96043,"{}",9,4,"{""name"":""polygon"",""all_points_x"":[215,230,224,109],""all_points_y"":[200,207,214,141]}","{""Defect_Class"":""Crack_Closed""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_2.png,96043,"{}",9,5,"{""name"":""polyline"",""all_points_x"":[167,155,274,272,288,290,260,167],""all_points_y"":[141,147,230,222,229,221,213,144]}","{""Defect_Class"":""Crack_Closed""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_2.png,96043,"{}",9,6,"{""name"":""polyline"",""all_points_x"":[152,152,75,136,152],""all_points_y"":[183,190,146,177,184]}","{""Defect_Class"":""Crack_Closed""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_2.png,96043,"{}",9,7,"{""name"":""polyline"",""all_points_x"":[140,203,214,144,141],""all_points_y"":[230,275,270,226,229]}","{""Defect_Class"":""Crack_Closed""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_2.png,96043,"{}",9,8,"{""name"":""polyline"",""all_points_x"":[72,133,123,63],""all_points_y"":[222,272,275,225]}","{""Defect_Class"":""Crack_Closed""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_3.png,95549,"{}",2,0,"{""name"":""rect"",""x"":38,""y"":1,""width"":238,""height"":44}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_3.png,95549,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[61,287,290,64],""all_points_y"":[138,212,205,134]}","{""Defect_Class"":""Crack_Closed""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_4.png,95384,"{}",6,0,"{""name"":""rect"",""x"":44,""y"":1,""width"":76,""height"":48}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_4.png,95384,"{}",6,1,"{""name"":""rect"",""x"":48,""y"":166,""width"":17,""height"":68}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_4.png,95384,"{}",6,2,"{""name"":""rect"",""x"":223,""y"":173,""width"":20,""height"":103}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_4.png,95384,"{}",6,3,"{""name"":""rect"",""x"":145,""y"":55,""width"":26,""height"":89}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_4.png,95384,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[180,291,288,177],""all_points_y"":[138,148,164,150]}","{""Defect_Class"":""Crack_Closed""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_4.png,95384,"{}",6,5,"{""name"":""rect"",""x"":272,""y"":247,""width"":12,""height"":31}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_5.png,95282,"{}",9,0,"{""name"":""rect"",""x"":40,""y"":2,""width"":64,""height"":48}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_130636_JABIL_QCELLS_521911172014200010_5Cycles-0Pa_s_A_V_cell_5.png,95282,"{}",9,1,"{""name"":""rect"",""x"":117,""y"":2,""width"":33,""height"":47}","{""Defect_Class"":""Contact_NearSolderPad""}"
