filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
20170601_152946_JABIL_QCELLS_521911172014200010_800Cycles-0Pa_s_A_V_cell_37.png,96569,"{}",25,0,"{""name"":""rect"",""x"":41,""y"":43,""width"":14,""height"":66}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_152946_JABIL_QCELLS_521911172014200010_800Cycles-0Pa_s_A_V_cell_37.png,96569,"{}",25,1,"{""name"":""rect"",""x"":169,""y"":1,""width"":7,""height"":39}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_152946_JABIL_QCELLS_521911172014200010_800Cycles-0Pa_s_A_V_cell_37.png,96569,"{}",25,2,"{""name"":""rect"",""x"":34,""y"":1,""width"":4,""height"":21}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
20170601_152946_JABIL_QCELLS_521911172014200010_800Cycles-0Pa_s_A_V_cell_37.png,96569,"{}",25,3,"{""name"":""rect"",""x"":184,""y"":234,""width"":6,""height"":44}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_152946_JABIL_QCELLS_521911172014200010_800Cycles-0Pa_s_A_V_cell_37.png,96569,"{}",25,4,"{""name"":""rect"",""x"":206,""y"":233,""width"":6,""height"":45}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_152946_JABIL_QCELLS_521911172014200010_800Cycles-0Pa_s_A_V_cell_37.png,96569,"{}",25,5,"{""name"":""rect"",""x"":232,""y"":234,""width"":5,""height"":45}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_152946_JABIL_QCELLS_521911172014200010_800Cycles-0Pa_s_A_V_cell_37.png,96569,"{}",25,6,"{""name"":""rect"",""x"":262,""y"":45,""width"":7,""height"":41}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_152946_JABIL_QCELLS_521911172014200010_800Cycles-0Pa_s_A_V_cell_37.png,96569,"{}",25,7,"{""name"":""rect"",""x"":74,""y"":261,""width"":5,""height"":18}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_152946_JABIL_QCELLS_521911172014200010_800Cycles-0Pa_s_A_V_cell_37.png,96569,"{}",25,8,"{""name"":""rect"",""x"":90,""y"":234,""width"":4,""height"":44}","{""Defect_Class"":""Contact_NearSolderPad""}"
20170601_152946_JABIL_QCELLS_521911172014200010_800Cycles-0Pa_s_A_V_cell_37.png,96569,"{}",25,9,"{""name"":""rect"",""x"":102,""y"":233,""width"":7,""height"":45}","{""Defect_Class"":""Contact_FrontGridInterruption""}"
